trajectory_index,source_cell_index,source_time,source_cell_type,predicted_label,max_prob,time_used,primary_domain,secondary_domain,prob__EryP,prob__HSC,prob__MasP,prob__MkP,prob__MoP,prob__NeuP,target_group,target_genes,z_score,time_requested,cell_type_requested,cell_type_used,label_rule,selection_source
435,435,0.0,EryP,MkP,0.999726865030236,3.0,1,2,0.0002500276378477,4.131375884542148e-06,5.009971003082753e-10,0.999726865030236,1.8950459945167337e-05,2.49950895176766e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3548,3548,0.0,EryP,MkP,0.9997225613757906,3.0,1,2,0.0002664385511,4.630013991838879e-06,1.794825298014259e-08,0.9997225613757906,6.334754249391219e-06,1.7356615115119266e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
831,831,0.0,EryP,MkP,0.9997183932558864,3.0,1,2,0.0002678447237466,1.0570122464992818e-05,6.615195287498843e-09,0.9997183932558864,3.155699927381094e-06,2.9582779304640263e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3419,3419,0.0,EryP,MkP,0.9997183507258374,3.0,1,2,0.0002601515456662,1.900420506119305e-05,6.677886500819289e-08,0.9997183507258374,2.253239557149256e-06,1.7350501308147428e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2565,2565,0.0,EryP,MkP,0.999718172929037,3.0,1,2,0.0002741709225717,6.097220739809676e-06,5.688674704547211e-10,0.999718172929037,1.5537566364011432e-06,4.602147585114255e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5402,5402,0.0,EryP,MkP,0.9997154068671288,3.0,1,2,0.0001062253476314,0.000156022209017,7.273557027461211e-10,0.9997154068671288,2.2336708201137224e-05,8.140665980330486e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5943,5943,0.0,EryP,MkP,0.9997129502681408,3.0,1,2,0.0002770604012312,9.689829033353489e-06,7.38812976609389e-10,0.9997129502681408,2.8948141859930506e-07,9.281362958360026e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7120,7120,0.0,EryP,MkP,0.9997123060609944,3.0,1,2,0.0002163467803375,2.921325324629245e-05,3.44707922106122e-10,0.9997123060609944,4.211789048926276e-05,1.567022462083293e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3304,3304,0.0,EryP,MkP,0.999712217308945,3.0,1,2,0.0001682722103591,7.109828584438535e-05,1.2672077063691508e-10,0.999712217308945,4.832216265835128e-05,8.990547236322284e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6378,6378,0.0,EryP,MkP,0.9997072183472816,3.0,1,2,0.0002832782990575,7.153567557962004e-06,2.918501166635377e-09,0.9997072183472816,2.263907989246493e-06,8.295961248208089e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5769,5769,0.0,EryP,MkP,0.999706108962855,3.0,1,2,0.0002186706524228,5.5107657320266e-05,3.61120366185272e-07,0.999706108962855,1.9703334583936844e-05,4.8272451975980464e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1810,1810,0.0,EryP,MkP,0.999699052856629,3.0,1,2,2.6529583738432872e-05,0.0002200585222501,1.403172626496894e-09,0.999699052856629,5.433859927933803e-05,1.9034930685752665e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
8192,8192,0.0,MkP,MkP,0.9996963861635562,3.0,1,2,0.0002803681803004,1.910715716398808e-05,3.440371927558822e-09,0.9996963861635562,4.066561132761289e-06,6.849747490120836e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
985,985,0.0,EryP,MkP,0.9996963184229316,3.0,1,2,0.0002728114016381,2.9098888420527746e-05,5.489176327723474e-10,0.9996963184229316,1.6720314793991602e-06,9.870661281892033e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7530,7530,0.0,EryP,MkP,0.999690284926126,3.0,1,2,0.0002521358826415,4.55427379861798e-05,2.195259557977982e-07,0.999690284926126,1.1680488677163673e-05,1.3643861326568858e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
8006,8006,0.0,EryP,MkP,0.999686972160079,3.0,1,2,0.0003011290011121,9.531610332950894e-06,2.6854592068278067e-10,0.999686972160079,2.3652716219848697e-06,1.6883079752258004e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1549,1549,0.0,EryP,MkP,0.9996638326570356,3.0,1,2,0.0002983066556429,2.7598776959003945e-05,1.0097789050056718e-09,0.9996638326570356,1.0074158136714497e-05,1.8674244709982648e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1888,1888,0.0,EryP,MkP,0.9996597579016994,3.0,1,2,0.0003249364845695,1.1884229331320058e-05,1.2992902847294746e-08,0.9996597579016994,3.3863827039504306e-06,2.2008792971809644e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7318,7318,0.0,EryP,MkP,0.9996529569784648,3.0,1,2,0.00016483669712,0.0001790518613579,1.622658364658945e-09,0.9996529569784648,2.627203854741232e-06,5.256365443629118e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4512,4512,0.0,EryP,MkP,0.999652335765106,3.0,1,2,0.0003201440774421,1.0103033979133654e-05,8.023146667114676e-09,0.999652335765106,1.7364688194896806e-05,4.4412131013359456e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5751,5751,0.0,EryP,MkP,0.999641654789459,3.0,1,2,0.0002990622185377,4.31225860893364e-05,1.1393651476439996e-08,0.999641654789459,1.6085782685281142e-05,6.322957711461726e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2856,2856,0.0,MkP,MkP,0.9996399783186916,3.0,1,2,0.0002243401188998,7.389003407373662e-05,1.0689191539921593e-07,0.9996399783186916,6.1436345138317e-05,2.482912810771393e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7865,7865,0.0,EryP,MkP,0.999638856567649,3.0,1,2,0.0002233143478762,0.0001128455430469,1.186541623528137e-06,0.999638856567649,2.2933946561651823e-05,8.630532425741459e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
612,612,0.0,EryP,MkP,0.9996385872665896,3.0,1,2,0.0002434232914979,2.641759699291088e-05,3.6174519326835636e-09,0.9996385872665896,9.146805188687752e-05,1.0017558055414829e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
16,16,0.0,MkP,MkP,0.9996338956210504,3.0,1,2,0.0002556537837105,8.996182933588851e-05,1.3232660529105342e-08,0.9996338956210504,1.949516992719356e-05,9.803633155312427e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5234,5234,0.0,EryP,MkP,0.9996336989864782,3.0,1,2,0.0003310762224274,3.150289191684869e-05,1.1156603378816553e-07,0.9996336989864782,3.5975358292328347e-06,1.2797314579110842e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7705,7705,0.0,MkP,MkP,0.999633454653692,3.0,1,2,5.0424467225593146e-05,0.0001448491649211,4.354402024069269e-08,0.999633454653692,0.0001711899878982,3.8182242734862354e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4128,4128,0.0,EryP,MkP,0.9996319139213716,3.0,1,2,0.0003013699015059,1.5808559913246293e-05,1.8712479889820274e-09,0.9996319139213716,5.089872882521695e-05,7.0171358931151114e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
18,18,0.0,EryP,MkP,0.9996316037874688,3.0,1,2,0.0003406504992246,2.683525449974871e-05,2.32098761098134e-10,0.9996316037874688,8.781069295533359e-07,3.21197783403724e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2488,2488,0.0,EryP,MkP,0.9996306984475568,3.0,1,2,0.0003477826547058,3.47914507864913e-06,9.686428165362055e-06,0.9996306984475568,8.29080740333989e-06,6.251708985345983e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4314,4314,0.0,EryP,MkP,0.9996305209934366,3.0,1,2,0.0003581273803552,1.1077115987811557e-05,1.2503355201533887e-11,0.9996305209934366,2.564004211987344e-07,1.809729578177433e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3339,3339,0.0,EryP,MkP,0.9996298849750482,3.0,1,2,0.0003114298199206,5.313340819429903e-05,4.302687306819839e-07,0.9996298849750482,5.116976636724433e-06,4.5514693737477205e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5744,5744,0.0,EryP,MkP,0.9996292689774404,3.0,1,2,0.0003601523695081,9.806776364972684e-06,1.1674154723407384e-08,0.9996292689774404,5.749956050963011e-07,1.8520692668439145e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
8092,8092,0.0,EryP,MkP,0.9996262439298208,3.0,1,2,0.0003134062296913,7.403735386980332e-06,7.584160300901756e-06,0.9996262439298208,4.5249970829225794e-05,1.1197397068727697e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4623,4623,0.0,EryP,MkP,0.9996219996448864,3.0,1,2,0.0003617251293729,8.057999880254357e-06,1.391695689003363e-09,0.9996219996448864,8.214598625852267e-06,1.235538787096415e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4684,4684,0.0,MkP,MkP,0.9996112130435424,3.0,1,2,7.131197899227357e-05,0.0002815310792566,3.380533064254999e-08,0.9996112130435424,3.57677349139739e-05,1.423579637807944e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7827,7827,0.0,MkP,MkP,0.9996082526609442,3.0,1,2,0.000269307106763,0.0001100646417159,1.3193848010645123e-09,0.9996082526609442,1.2299114839270072e-05,7.515635276614124e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7764,7764,0.0,EryP,MkP,0.9996073974923207,3.0,1,2,2.0423185425228785e-05,0.0002842447212397,7.183989888845389e-11,0.9996073974923207,8.790614797824785e-05,2.8381195939602813e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4007,4007,0.0,EryP,MkP,0.9996053025515812,3.0,1,2,0.0003670095170756,1.3336294471015105e-05,2.5274341523203915e-08,0.9996053025515812,1.4290454558664654e-05,3.590797177275091e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6465,6465,0.0,EryP,MkP,0.9996009988364188,3.0,1,2,0.0003713710696687,1.0386064728347038e-05,3.752020375313898e-08,0.9996009988364188,1.7158999274713354e-05,4.75097057056238e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
8050,8050,0.0,EryP,MkP,0.9995992426303852,3.0,1,2,0.00028150371247,5.786550183467152e-05,3.836080686924028e-10,0.9995992426303852,6.116189633230419e-05,2.258753695640197e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6472,6472,0.0,EryP,MkP,0.9995948888625704,3.0,1,2,0.0003881461018445,4.7380179028896016e-06,3.472446036221478e-09,0.9995948888625704,1.2206643553822317e-05,1.6901682391527665e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5031,5031,0.0,EryP,MkP,0.9995931766641408,3.0,1,2,0.0003631465706216,1.0609499641599929e-05,4.978977047368605e-10,0.9995931766641408,3.3025702916209495e-05,4.1064781878823567e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2622,2622,0.0,EryP,MkP,0.9995893449755352,3.0,1,2,0.0003086276685551,8.306896716771522e-05,1.0293596720766415e-08,0.9995893449755352,1.873515510837954e-05,2.1294003659854402e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6595,6595,0.0,EryP,MkP,0.999578751202969,3.0,1,2,0.0002726155738227,0.0001234199137757,2.9778515155481072e-08,0.999578751202969,2.5010060254850594e-05,1.734706625462316e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
289,289,0.0,EryP,MkP,0.999576131409418,3.0,1,2,0.0004090901746945,9.843398544826295e-06,5.0981367556348015e-08,0.999576131409418,4.868334652238934e-06,1.5701322972639482e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6535,6535,0.0,EryP,MkP,0.999573434580872,3.0,1,2,0.0003786780384564,4.118005554525148e-05,3.954780520125161e-09,0.999573434580872,6.674254152475984e-06,2.9116193426604682e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
29,29,0.0,EryP,MkP,0.9995722459247356,3.0,1,2,0.0004126337869139,5.279974519057413e-06,1.664479923146439e-07,0.9995722459247356,9.651573867839882e-06,2.2291971372718163e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1249,1249,0.0,MkP,MkP,0.9995718660503596,3.0,1,2,0.0001855771753258,0.000147073650043,1.3133212449827315e-05,0.9995718660503596,8.02551460646121e-05,2.094765757333054e-06,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4475,4475,0.0,EryP,MkP,0.9995628785346832,3.0,1,2,0.0001597400998156,0.0001702244092572,1.5036592697186192e-07,0.9995628785346832,0.0001068531546206,1.5343569610947732e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2205,2205,0.0,EryP,MkP,0.9995614732028916,3.0,1,2,0.0002068704401302,5.56825926552767e-05,1.855317396804344e-07,0.9995614732028916,0.0001756994423065,8.879027654410704e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1923,1923,0.0,EryP,MkP,0.9995555426130432,3.0,1,2,0.0003495056328216,6.938825305088944e-05,1.7080478661825357e-07,0.9995555426130432,2.537389631007421e-05,1.8799987407170288e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5419,5419,0.0,EryP,MkP,0.9995428279533932,3.0,1,2,0.0004494926289256,7.106265393851751e-06,1.362901314766619e-09,0.9995428279533932,3.486566159164446e-07,2.231327700637168e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2068,2068,0.0,EryP,MkP,0.9995419633107558,3.0,1,2,0.0004192263672398,6.360399955190765e-06,1.035353968104972e-08,0.9995419633107558,3.241544297012967e-05,2.412553917267413e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3444,3444,0.0,MkP,MkP,0.9995334572797496,3.0,1,2,1.29583537657812e-05,0.0004518692633564,4.5479808658946474e-10,0.9995334572797496,1.6714836232154646e-06,4.31647070825599e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2150,2150,0.0,EryP,MkP,0.9995330827324626,3.0,1,2,0.000188301077184,0.000223058519729,3.0407189548880685e-08,0.9995330827324626,5.525072104857141e-05,2.7654238629360225e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6091,6091,0.0,EryP,MkP,0.9995304780442806,3.0,1,2,0.0004618272964826,5.393599028244036e-06,4.533575600435861e-09,0.9995304780442806,2.2180715428850773e-06,7.845509002176916e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1002,1002,0.0,EryP,MkP,0.9995268513188637,3.0,1,2,0.0003334052357806,2.644458746495562e-05,1.701944901857977e-09,0.9995268513188637,0.0001131450071004,1.521488454615309e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5152,5152,0.0,EryP,MkP,0.9995198614344932,3.0,1,2,0.0004070777969731,7.128373464209553e-05,6.896802475346089e-10,0.9995198614344932,1.7450173587130824e-06,3.1326852480825114e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6702,6702,0.0,MkP,MkP,0.9995191455793924,3.0,1,2,0.0001581692869553,0.0003012506076652,8.847363445960314e-09,0.9995191455793924,2.124958259064016e-05,1.760960329643946e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5922,5922,0.0,EryP,MkP,0.9995139666139168,3.0,1,2,0.0004507539746222,3.1456141406753764e-05,6.035191740476413e-08,0.9995139666139168,3.6256909708585297e-06,1.3722716599982645e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7084,7084,0.0,EryP,MkP,0.9995085960633422,3.0,1,2,0.0003011569182842,4.6137036851639e-05,7.52497037419505e-10,0.9995085960633422,0.0001437155304121,3.936986128094826e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5037,5037,0.0,EryP,MkP,0.9995066591720784,3.0,1,2,0.000456538848624,3.0222676619151488e-05,1.558397414586554e-10,0.9995066591720784,6.481770898069e-06,9.737594041468502e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7007,7007,0.0,EryP,MkP,0.9994876364872703,3.0,1,2,0.0005077520097443,4.01972091134847e-06,1.8241584815843244e-08,0.9994876364872703,5.647179110601033e-07,8.82257795827447e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5890,5890,0.0,EryP,MkP,0.9994838780878432,3.0,1,2,0.0004131600549411,6.658115096741917e-05,3.313029312070486e-06,0.9994838780878432,3.241233225619434e-05,6.55344679921386e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6375,6375,0.0,EryP,MkP,0.999479649923668,3.0,1,2,0.0004884856456536,1.5642677884859974e-05,1.3405777445024817e-08,0.999479649923668,1.6150189334989747e-05,5.815768097660625e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2270,2270,0.0,EryP,MkP,0.999477759789425,3.0,1,2,0.0004146744069213,3.1269951738514484e-05,5.193298519283286e-06,0.999477759789425,7.043359680629347e-05,6.689565894983253e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5135,5135,0.0,EryP,MkP,0.9994759504978225,3.0,1,2,0.0001706761397676,0.0001803782527362,8.32877811542585e-08,0.9994759504978225,0.0001726215300497,2.9029184284152104e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5030,5030,0.0,EryP,MkP,0.9994513425973132,3.0,1,2,0.0005048422741397,2.684442718222776e-05,6.779482416633633e-09,0.9994513425973132,1.679684405116773e-05,1.6707783107699525e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
3466,3466,0.0,EryP,MkP,0.9994365643251856,3.0,1,2,0.0005572126596632,6.176052239273557e-06,1.8853281990188474e-10,0.9994365643251856,3.9089188148227616e-08,7.685190802456038e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
150,150,0.0,EryP,MkP,0.9994344412923262,3.0,1,2,0.0004407001961571,7.991379963797224e-05,2.636783889153369e-09,0.9994344412923262,4.4582870432151474e-05,3.592046627559899e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
1268,1268,0.0,MkP,MkP,0.9994324739395584,3.0,1,2,0.000279204561942,0.0001008225261798,9.893004843496704e-06,0.9994324739395584,0.0001765504706458,1.0554968304848258e-06,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
919,919,0.0,EryP,MkP,0.9994269416342184,3.0,1,2,0.0005594189882135,1.272920576541776e-05,2.02259028321832e-08,0.9994269416342184,8.579126345293875e-07,3.2033265393952815e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6055,6055,0.0,EryP,MkP,0.9994255119193928,3.0,1,2,0.0002737612021418,0.0002682523500388,5.569297221563852e-09,0.9994255119193928,3.243806227336121e-05,3.089685581946168e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
494,494,0.0,EryP,MkP,0.999419616425653,3.0,1,2,3.888589001702902e-05,0.0005353309368639,2.003304788158174e-09,0.999419616425653,6.05749369444966e-06,1.0725046668654365e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7887,7887,0.0,EryP,MkP,0.9994133982235164,3.0,1,2,0.0004236293470501,3.6169908706981656e-05,2.297225130801119e-09,0.9994133982235164,0.0001267222488307,7.79746707154198e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5380,5380,0.0,EryP,MkP,0.9993926928675896,3.0,1,2,0.0005711135331804,3.546070414988648e-05,2.6296466538382368e-11,0.9993926928675896,7.252855152486237e-07,7.583268462591859e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4176,4176,0.0,EryP,MkP,0.9993749089016224,3.0,1,2,0.0005041220042861,6.887222570974979e-05,8.295783329917099e-10,0.9993749089016224,5.1904173422189786e-05,1.91865381463416e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
778,778,0.0,EryP,MkP,0.999368200655433,3.0,1,2,0.0005215712339681,5.8949697052079286e-05,4.066218687038913e-07,0.999368200655433,5.0829098914896894e-05,4.2692763230053934e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6185,6185,0.0,EryP,MkP,0.999362506908512,3.0,1,2,0.0006260787635724,8.104425582802102e-06,2.3173427328991963e-08,0.999362506908512,3.282959313372874e-06,3.7695918714337855e-09,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
7217,7217,0.0,EryP,MkP,0.9993608500315644,3.0,1,2,0.0005142935388147,3.855712599221277e-05,2.2947657825078503e-08,0.9993608500315644,8.62603365977062e-05,1.6019373428465805e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6336,6336,0.0,EryP,MkP,0.9993586457809474,3.0,1,2,0.0005732993098614,5.456955939681815e-05,9.22103215371022e-07,0.9993586457809474,1.2366247226483272e-05,1.969993523906381e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5288,5288,0.0,MkP,MkP,0.9993374410250913,3.0,1,2,3.738570444419694e-05,0.0004585551634492,1.1314637490997434e-08,0.9993374410250913,0.000166353246991,2.535453870580336e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2394,2394,0.0,EryP,MkP,0.9993184117412248,3.0,1,2,0.0006142366318968,3.67072945614942e-05,5.764520980687242e-10,0.9993184117412248,3.024293800231093e-05,4.008178625142961e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
2275,2275,0.0,EryP,MkP,0.9993004455543372,3.0,1,2,0.0004765803123977,0.0001143403314511,1.1421978055709795e-09,0.9993004455543372,0.000108456298829,1.7636078737337545e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
5908,5908,0.0,MkP,MkP,0.999298706235149,3.0,1,2,0.0004692622424424,0.0001851508236432,4.966387761654166e-07,0.999298706235149,4.551984931523461e-05,8.642106739515639e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
6528,6528,0.0,EryP,MkP,0.9992591872414792,3.0,1,2,0.0007151750693568,1.512079637991526e-05,3.533312673350648e-09,0.9992591872414792,1.0403080005690426e-05,1.1027946549692876e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
8350,8350,0.0,EryP,MkP,0.9992442957021926,3.0,1,2,0.0004375631215262,0.0001531514126989,2.1052122086596623e-08,0.9992442957021926,0.0001647284524316,2.4025902862401884e-07,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
4740,4740,0.0,MkP,MkP,0.9992426767844632,3.0,1,2,0.0007302149004492,2.4123744483208896e-05,6.945877506514192e-08,0.9992426767844632,2.8833646262626166e-06,3.1747203247560144e-08,Mk_union,ITGA2B|GP1BA|PF4|PPBP,4.0,3.0,MkP,MkP,endpoint,endpoint_catalog
